student_id,class_name,subject,score,ai_tool_used,study_hours,record_date
S0900,UG Year 3,Database Systems,77.4,True,7.7,2024-11-13
S1150,PG Year 1,Statistics,62.3,True,7.1,2024-11-15
S1042,PG Year 2,Data Science,70.2,True,10.9,2024-01-02
S0028,Class 6A,English,84.0,True,4.6,2024-01-18
S0070,Class 11B,Math,74.7,True,8.0,2025-05-02
S0049,UG Year 3,Database Systems,77.8,True,8.1,2023-07-20
S1157,Class 11B,Physics,58.1,False,4.7,2023-06-21
S0980,UG Year 3,Statistics,80.9,True,9.2,2023-11-25
S0688,Class 9B,Chemistry,63.0,True,4.3,2023-03-11
S0513,Class 6B,English,55.3,False,1.2,2025-03-20
S0658,Class 11A,Computer Science,56.3,False,5.8,2024-06-15
S0514,UG Year 2,Statistics,72.3,True,6.7,2024-04-09
S0462,PG Year 1,Research Methods,62.4,True,7.1,2024-07-18
S0398,UG Year 4,Project Work,69.3,True,8.8,2023-11-15
S0146,UG Year 3,Database Systems,70.3,True,7.0,2025-01-30
S1102,Class 11A,Physics,66.5,True,5.3,2024-04-03
S1004,Class 11A,Chemistry,55.8,True,5.9,2024-10-26
S0762,Class 11A,Computer Science,62.6,False,3.7,2023-02-05
S0533,UG Year 1,Statistics,61.1,True,2.7,2023-03-10
S1134,Class 11A,Chemistry,59.5,True,2.2,2023-08-23
S0336,UG Year 4,AI Ethics,70.0,False,8.0,2025-04-08
S0556,Class 11A,Chemistry,56.1,True,2.9,2024-08-16
S0088,UG Year 3,Database Systems,82.2,True,9.2,2024-07-01
S0716,Class 11B,Chemistry,67.5,True,6.8,2024-01-23
S1073,Class 6A,English,58.1,False,4.1,2023-07-07
S0629,UG Year 1,Statistics,60.3,True,3.1,2022-08-22
S1181,Class 11A,Computer Science,52.0,False,7.4,2024-04-14
S0906,UG Year 1,English,50.4,False,4.0,2024-03-22
S0138,PG Year 2,Deep Learning,65.4,True,10.7,2024-06-23
S1064,Class 9A,Physics,58.1,True,4.7,2024-05-24
S0689,Class 11B,Physics,60.5,False,3.5,2024-09-21
S0657,Class 11A,Math,66.1,True,3.2,2022-08-30
S0496,PG Year 1,Machine Learning,77.1,True,8.3,2025-01-12
S0292,PG Year 2,Deep Learning,51.3,False,6.0,2024-06-26
S0337,PG Year 2,Data Science,54.7,False,7.3,2023-05-04
S1029,Class 6A,Geography,79.6,True,3.7,2024-05-27
S0216,Class 11B,English,66.1,False,4.6,2024-09-17
S0189,UG Year 4,Advanced Statistics,47.2,False,8.6,2024-02-06
S0611,Class 6A,History,68.6,False,3.1,2024-09-07
S0186,Class 9A,Biology,68.4,True,4.7,2023-08-07
S0691,Class 9B,Physics,53.3,False,4.6,2023-05-07
S0041,PG Year 1,AI Ethics,73.7,True,7.4,2023-02-21
S0819,Class 9A,Biology,67.3,False,5.1,2025-03-01
S0734,Class 11A,English,59.1,False,4.0,2024-04-09
S0677,Class 11B,Computer Science,56.4,True,4.0,2022-06-12
S0522,UG Year 2,Economics,61.9,True,3.7,2023-09-15
S0064,Class 9A,Chemistry,44.4,False,2.0,2022-10-09
S0500,PG Year 2,Advanced Statistics,59.8,False,11.4,2024-09-06
S1141,Class 6A,Geography,62.2,True,1.8,2025-02-06
S0206,UG Year 2,Computer Science,66.4,True,5.9,2025-04-16
S0359,UG Year 3,Research Methods,66.0,True,10.9,2024-02-20
S0690,Class 9A,Biology,63.9,True,2.9,2023-10-13
S0052,UG Year 3,Database Systems,71.4,True,7.0,2024-02-29
S0213,Class 9A,Physics,44.4,False,2.0,2023-02-13
S0448,Class 6A,Science,59.6,True,3.5,2024-09-11
S1177,UG Year 1,Statistics,59.2,True,3.0,2023-03-18
S0718,PG Year 1,Machine Learning,61.9,True,9.7,2025-01-09
S0038,Class 11B,Chemistry,50.2,False,5.3,2023-06-08
S0123,Class 11B,Physics,45.8,False,4.2,2025-04-23
S0189,Class 6A,Geography,68.4,False,1.4,2025-04-07
S0018,UG Year 4,Data Science,43.1,False,5.0,2023-03-09
S1037,PG Year 1,Statistics,56.5,True,8.3,2023-07-22
S0825,UG Year 2,Economics,70.1,True,7.4,2023-10-13
S0497,Class 11A,English,71.9,True,3.9,2024-06-24
S1072,Class 9A,Math,52.0,True,1.8,2025-02-08
S1139,UG Year 4,Advanced Statistics,45.3,False,4.9,2024-10-20
S0348,PG Year 1,Machine Learning,60.9,True,9.7,2023-07-21
S0897,UG Year 2,Economics,75.3,True,6.6,2024-05-23
S0169,PG Year 2,Data Science,73.5,True,10.0,2023-03-03
S0908,Class 11B,English,75.6,True,5.8,2023-03-18
S0616,UG Year 3,Database Systems,78.9,True,10.7,2024-11-08
S0661,UG Year 1,Statistics,55.8,False,7.6,2023-07-22
S0066,PG Year 2,Advanced Statistics,60.1,True,7.6,2022-09-16
S0782,Class 6B,Math,72.9,True,3.6,2023-11-02
S0692,UG Year 4,Machine Learning,50.1,True,5.3,2022-06-08
S0632,Class 9B,Math,61.1,False,3.9,2023-06-19
S0744,Class 6B,Geography,44.0,False,2.7,2023-02-25
S0125,PG Year 1,AI Ethics,62.1,False,7.7,2023-04-21
S0112,Class 9A,Chemistry,63.2,False,3.4,2023-02-07
S0406,Class 9B,Biology,59.1,False,5.0,2022-07-24
S0734,PG Year 2,AI Ethics,77.1,True,9.3,2023-06-23
S0915,UG Year 3,Database Systems,75.0,True,10.1,2024-08-10
S0438,PG Year 2,Deep Learning,72.1,True,7.7,2024-02-27
S0673,Class 9A,Biology,62.2,True,2.5,2022-10-03
S0247,PG Year 2,AI Ethics,71.7,False,7.2,2023-05-18
S0836,Class 9A,Biology,53.0,False,6.6,2022-08-26
S0291,Class 9B,Biology,64.7,False,3.3,2023-06-19
S0414,PG Year 2,Data Science,46.9,False,7.1,2025-05-31
S0644,Class 6B,Math,50.6,False,3.3,2023-07-30
S1166,UG Year 4,Project Work,58.5,True,7.2,2023-02-20
S0287,Class 11A,Chemistry,71.7,True,7.3,2022-10-02
S0152,PG Year 2,Advanced Statistics,71.3,True,8.3,2022-09-09
S0067,Class 9B,Math,81.2,True,2.9,2022-10-06
S0356,Class 9A,Biology,48.1,False,2.9,2024-08-21
S0283,Class 11B,Chemistry,71.1,True,2.9,2023-08-04
S0925,PG Year 1,AI Ethics,71.1,True,9.8,2022-06-06
S0854,PG Year 2,Thesis,68.1,True,10.2,2023-03-22
S0624,PG Year 2,Data Science,61.5,True,8.5,2022-09-27
S0729,UG Year 3,Data Analysis,65.2,False,10.3,2024-06-20
S0587,Class 11A,Computer Science,49.4,False,6.3,2023-03-14
S0925,Class 6B,Geography,77.2,True,3.7,2025-04-14
S0048,PG Year 2,Advanced Statistics,66.7,True,14.5,2023-04-02
S0291,UG Year 2,Economics,72.1,True,4.6,2025-03-29
S0896,PG Year 2,Data Science,58.0,True,10.6,2022-07-15
S0907,Class 9B,Biology,55.6,False,4.1,2023-02-26
S0130,PG Year 1,Machine Learning,62.2,True,6.9,2022-08-08
S0149,Class 11B,Math,53.3,False,5.2,2023-09-05
S0984,UG Year 2,Research Methods,63.1,False,10.4,2025-03-26
S0614,UG Year 3,Database Systems,65.2,False,11.8,2023-03-18
S0027,Class 11A,Chemistry,52.7,False,3.7,2022-10-09
S0111,Class 6B,English,53.2,False,2.3,2023-02-14
S0073,Class 11B,Physics,66.0,True,4.8,2024-05-31
S0934,Class 6A,History,58.5,True,0.9,2022-09-03
S1060,Class 9A,Math,42.2,False,2.2,2023-06-15
S0861,UG Year 4,AI Ethics,61.1,False,7.2,2024-05-09
S0227,UG Year 2,Economics,55.6,False,7.2,2023-05-09
S0257,UG Year 2,Economics,66.6,True,5.5,2025-05-11
S0180,Class 9A,Physics,67.5,True,4.9,2022-10-02
S0636,UG Year 4,Data Science,63.4,False,8.9,2024-09-11
S0725,UG Year 1,Computer Science,53.4,False,8.4,2023-11-01
S1004,Class 11B,Physics,68.2,True,4.3,2023-05-31
S0328,Class 6A,Math,75.0,True,2.5,2024-03-02
S0348,Class 9A,English,61.8,False,5.2,2024-10-23
S0201,Class 11B,Physics,49.0,False,6.2,2024-02-13
S0302,UG Year 2,Computer Science,63.7,False,8.4,2024-08-15
S0435,Class 9A,Physics,41.6,False,2.9,2024-10-05
S0747,PG Year 2,AI Ethics,51.9,True,5.0,2023-03-22
S0790,UG Year 2,Data Analysis,64.5,False,10.5,2024-07-02
S0782,Class 9A,Math,78.4,True,3.5,2024-02-28
S0049,Class 11A,Math,74.9,True,5.9,2024-08-02
S0373,PG Year 2,Data Science,77.4,True,11.7,2024-03-15
S0987,Class 11A,Computer Science,64.1,False,8.7,2024-07-28
S0745,Class 9B,English,75.2,False,4.9,2025-03-25
S0401,Class 11A,Computer Science,53.1,False,7.1,2024-01-07
S0923,Class 6A,History,57.2,False,2.7,2024-06-20
S1172,Class 9B,English,59.7,True,4.2,2024-03-18
S0925,Class 11B,Computer Science,56.5,False,4.5,2023-06-05
S0694,Class 9B,Math,58.3,True,4.8,2024-02-28
S0603,Class 6A,History,50.9,False,2.2,2024-04-14
S0534,Class 6A,English,69.3,False,3.7,2025-03-31
S0543,Class 6B,Math,62.4,True,4.0,2023-03-05
S0182,Class 6A,Science,63.9,False,1.8,2022-06-02
S0128,PG Year 1,Machine Learning,71.5,True,11.1,2024-03-16
S0647,UG Year 3,Database Systems,63.1,False,9.2,2022-06-08
S1023,PG Year 2,Data Science,64.4,True,8.3,2023-02-11
S0136,PG Year 1,Research Methods,61.8,False,10.1,2025-05-18
S1152,UG Year 2,Research Methods,69.5,True,6.8,2024-01-21
S0541,PG Year 1,Data Science,71.8,False,12.7,2023-06-28
S0338,UG Year 4,AI Ethics,64.9,True,4.3,2024-07-23
S0588,PG Year 1,AI Ethics,85.3,True,13.9,2023-01-20
S0621,PG Year 2,Data Science,66.9,True,12.8,2024-05-18
S0476,UG Year 2,Economics,58.9,True,8.7,2023-07-10
S1138,UG Year 3,Data Analysis,54.4,False,8.4,2024-04-22
S0316,PG Year 1,AI Ethics,78.8,True,9.2,2025-01-11
S0693,PG Year 1,Data Science,75.3,True,9.9,2024-09-09
S1194,PG Year 2,AI Ethics,89.3,True,13.8,2025-01-08
S0326,UG Year 3,Database Systems,60.1,True,7.8,2023-08-18
S0451,Class 6A,Math,50.4,False,1.2,2022-10-31
S0496,UG Year 3,Statistics,71.3,False,9.2,2024-02-20
S0644,UG Year 1,English,67.1,True,2.9,2022-11-10
S1090,PG Year 2,AI Ethics,61.8,False,11.2,2023-04-07
S0452,UG Year 3,Database Systems,66.8,True,9.9,2024-04-07
S0904,UG Year 2,Statistics,68.8,True,7.0,2024-04-02
S1062,Class 6B,Geography,52.2,False,3.9,2024-05-14
S0514,Class 9A,Chemistry,50.4,False,3.2,2023-10-11
S0115,Class 9B,English,47.7,False,2.3,2023-04-14
S0361,UG Year 1,English,89.0,True,8.5,2023-05-25
S0335,UG Year 1,Computer Science,57.5,False,5.3,2023-04-07
S0546,UG Year 3,Data Analysis,81.5,True,10.9,2023-03-23
S0519,UG Year 4,Project Work,48.8,False,7.3,2024-04-04
S1005,PG Year 2,Thesis,73.7,True,11.1,2023-03-04
S0106,Class 9B,Chemistry,51.9,False,3.1,2025-03-03
S0072,PG Year 1,Research Methods,68.2,False,8.0,2023-07-08
S0860,UG Year 3,Machine Learning,81.1,True,11.8,2025-02-20
S1165,Class 6A,Math,73.5,True,3.6,2024-04-06
S0728,Class 9B,English,71.1,True,4.4,2023-09-18
S1128,UG Year 1,Mathematics,48.3,False,7.1,2022-10-07
S0673,Class 6B,English,50.8,False,0.9,2023-11-13
S0325,UG Year 3,Database Systems,53.8,False,9.4,2025-04-24
S1091,Class 6A,History,77.9,True,4.1,2024-08-07
S0664,Class 6A,Science,66.9,False,3.5,2023-06-28
S0279,Class 6A,History,60.2,False,1.8,2023-02-03
S1166,Class 6A,Geography,47.2,False,2.7,2025-03-18
S0880,UG Year 4,AI Ethics,67.3,False,8.2,2025-05-22
S0506,Class 9B,Chemistry,43.5,False,2.7,2024-02-04
S1170,Class 9B,Biology,51.2,False,6.2,2023-11-12
S0331,Class 6B,Math,51.5,False,3.4,2022-11-20
S0326,Class 11B,Chemistry,55.0,False,7.1,2024-11-28
S0847,PG Year 1,Machine Learning,70.8,True,9.5,2025-05-02
S0714,PG Year 2,Advanced Statistics,54.4,False,8.8,2022-08-14
S0783,Class 11A,Chemistry,68.7,True,4.5,2025-01-18
S0757,Class 6B,Geography,72.7,True,1.7,2024-03-16
S0216,UG Year 1,Mathematics,53.6,True,2.6,2024-02-01
S0076,UG Year 1,English,75.5,True,9.9,2023-03-05
S0065,Class 9B,Chemistry,60.1,True,3.7,2023-06-17
S0045,UG Year 3,Statistics,68.8,True,8.7,2023-07-20
S0242,UG Year 2,Computer Science,66.7,False,5.2,2022-08-04
S0741,UG Year 3,Machine Learning,55.5,True,8.9,2022-10-20
S0315,UG Year 1,Economics,72.4,True,10.3,2024-01-03
S0422,UG Year 2,Computer Science,74.6,True,6.3,2025-05-14
S0832,Class 11B,English,80.5,True,7.2,2024-05-14
S0280,PG Year 2,Data Science,62.8,False,10.7,2022-06-20
S1114,PG Year 2,AI Ethics,78.0,True,13.7,2024-01-03
S0892,PG Year 2,Thesis,73.7,True,11.2,2023-08-31
S1009,Class 11A,English,61.0,False,5.5,2023-10-15
S0410,UG Year 1,English,69.6,True,7.7,2022-09-30
S1159,Class 6A,English,60.3,False,2.0,2023-01-22
S0587,PG Year 1,Research Methods,63.2,True,9.0,2023-06-23
S0634,UG Year 1,Computer Science,69.3,True,4.7,2022-09-28
S0304,UG Year 3,Research Methods,63.9,True,6.0,2022-07-11
S1191,UG Year 2,Research Methods,62.9,True,9.2,2024-03-07
S0136,Class 11A,Computer Science,52.3,False,5.0,2024-04-16
S0669,UG Year 3,Machine Learning,70.8,True,6.5,2025-01-06
S1061,Class 9B,Physics,64.6,True,3.7,2022-08-28
S0465,UG Year 1,English,58.7,False,4.4,2025-01-17
S1046,Class 6A,History,59.0,True,1.1,2024-08-28
S0701,UG Year 1,Statistics,59.7,False,5.9,2022-10-22
S0743,UG Year 4,Project Work,54.5,True,4.9,2022-08-19
S0192,Class 9A,Biology,67.7,True,2.4,2022-09-17
S0529,Class 9A,Chemistry,62.1,False,4.2,2023-03-15
S0087,PG Year 2,Advanced Statistics,57.7,True,7.6,2022-09-15
S0475,PG Year 1,Research Methods,59.6,True,8.3,2023-02-13
S1162,Class 6B,Geography,71.7,True,4.4,2023-02-02
S1052,Class 9B,Chemistry,47.7,False,4.7,2023-08-18
S0147,UG Year 4,Data Science,64.7,True,8.1,2024-06-15
S0239,UG Year 1,Computer Science,42.4,False,3.8,2023-01-03
S0943,Class 11B,Math,65.4,True,4.3,2024-08-31
S0876,Class 11B,Physics,55.2,False,6.0,2022-08-11
S0724,Class 11B,Math,56.5,False,2.4,2025-03-19
S0218,Class 6A,Science,67.7,False,1.6,2024-04-10
S1002,Class 11B,Chemistry,37.4,False,3.1,2023-10-06
S0920,Class 6A,Geography,82.2,True,2.8,2023-07-12
S0666,Class 11B,Chemistry,53.8,False,6.7,2025-05-07
S0108,UG Year 4,Advanced Statistics,46.4,True,3.7,2024-06-13
S0766,Class 6A,History,74.3,True,4.4,2025-05-07
S1200,Class 9B,English,53.9,True,5.2,2024-01-25
S0357,UG Year 4,AI Ethics,76.0,True,10.4,2023-09-01
S0734,PG Year 1,AI Ethics,63.9,False,11.2,2023-06-03
S0417,UG Year 3,Database Systems,67.3,False,10.0,2023-08-04
S0369,Class 9B,Chemistry,49.8,False,3.9,2025-04-09
S1042,Class 6B,Geography,60.7,False,3.0,2025-03-17
S0606,Class 6B,Geography,74.4,True,3.2,2022-10-31
S0679,UG Year 3,Research Methods,75.6,True,8.5,2025-02-28
S1140,UG Year 1,Statistics,52.0,True,3.0,2023-01-06
S0555,UG Year 1,English,78.1,True,6.1,2025-05-28
S0460,Class 9A,English,62.4,True,2.0,2022-08-04
S0331,Class 9B,Math,48.2,False,3.6,2022-11-29
S1049,UG Year 1,Mathematics,49.3,False,7.0,2025-05-08
S0832,UG Year 3,Data Analysis,71.3,True,7.5,2023-09-30
S0928,UG Year 3,Research Methods,69.9,True,4.3,2023-02-04
S1094,Class 6A,History,53.9,False,1.1,2024-07-25
S0525,Class 9B,Physics,61.7,False,3.1,2024-10-27
S0680,PG Year 2,Data Science,53.4,True,9.5,2024-03-15
S0141,Class 6B,Science,54.6,False,0.9,2022-08-09
S0910,Class 9B,Physics,64.6,False,2.6,2024-09-25
S0032,Class 9A,Math,76.0,True,4.1,2024-01-26
S0637,PG Year 2,AI Ethics,62.8,False,12.3,2024-02-09
S0181,Class 9B,Physics,62.9,True,3.8,2022-06-14
S0424,UG Year 1,Computer Science,46.4,False,7.6,2023-04-22
S0589,UG Year 1,Economics,72.1,True,6.6,2023-07-04
S0129,Class 11B,Physics,60.0,True,6.7,2022-11-19
S0268,Class 9B,Chemistry,68.7,True,3.2,2024-03-19
S0867,Class 6B,English,68.9,True,2.6,2024-11-01
S0493,UG Year 3,Research Methods,45.7,False,7.2,2025-05-12
S0510,UG Year 1,Economics,69.8,True,7.1,2024-04-02
S0268,Class 9B,Chemistry,53.8,True,3.5,2023-07-22
S1075,UG Year 2,Computer Science,75.5,True,9.9,2023-09-11
S0147,PG Year 1,AI Ethics,74.6,True,7.0,2023-04-15
S0753,UG Year 4,Data Science,74.1,True,13.7,2023-05-18
S0084,UG Year 2,Data Analysis,56.9,True,5.0,2025-03-14
S0948,UG Year 3,Statistics,63.9,True,5.2,2023-02-27
S0898,Class 6A,Science,61.2,False,1.4,2025-03-01
S0391,Class 6A,Geography,60.4,False,1.4,2023-07-14
S0515,UG Year 2,Economics,78.6,True,8.0,2022-06-10
S1171,PG Year 2,Thesis,85.5,True,16.3,2023-05-29
S0863,UG Year 2,Data Analysis,60.1,True,3.7,2022-07-24
S0958,UG Year 2,Research Methods,68.5,True,7.5,2024-10-30
S0849,UG Year 1,Mathematics,55.3,True,4.5,2024-09-05
S0921,PG Year 1,Statistics,64.7,True,10.9,2022-11-01
S0565,Class 6B,Math,62.9,False,1.2,2024-02-13
S0857,PG Year 2,Advanced Statistics,84.7,True,17.2,2023-01-04
S0420,Class 9A,Math,57.2,True,5.1,2022-07-04
S0594,Class 11A,Chemistry,56.4,True,7.1,2023-05-28
S0828,UG Year 1,English,72.5,False,5.9,2022-10-02
S1144,PG Year 2,Thesis,68.2,True,15.6,2022-10-30
S0136,PG Year 2,Data Science,66.6,True,15.9,2024-04-02
S0711,Class 11B,Physics,51.3,False,5.2,2025-03-05
S0461,UG Year 1,Computer Science,62.1,False,7.1,2023-10-23
S0262,Class 6A,Science,79.5,True,3.8,2022-07-04
S0183,UG Year 2,Research Methods,57.5,False,9.9,2025-03-03
S0369,PG Year 1,Statistics,55.3,False,10.1,2022-11-25
S0903,PG Year 1,AI Ethics,75.3,True,10.6,2024-08-02
S0915,Class 11A,Computer Science,55.5,False,4.4,2024-01-21
S0230,PG Year 1,Research Methods,64.5,True,7.6,2024-05-12
S0821,Class 6B,English,56.1,False,2.9,2025-04-23
S0061,PG Year 1,AI Ethics,52.5,True,6.7,2025-05-27
S0134,UG Year 4,AI Ethics,70.4,True,6.9,2023-09-08
S0705,Class 11B,Math,55.2,True,3.4,2023-11-19
S0043,UG Year 2,Data Analysis,74.5,True,8.5,2023-03-30
S0787,Class 9A,English,66.7,False,1.9,2024-09-03
S0885,Class 6A,English,70.8,True,3.0,2024-02-27
S0157,PG Year 1,Statistics,66.8,True,8.2,2024-05-19
S0239,UG Year 3,Machine Learning,64.6,True,7.5,2024-02-05
S0095,Class 6B,History,49.4,False,1.0,2022-11-09
S0167,UG Year 3,Database Systems,61.5,True,6.7,2024-07-27
S0128,PG Year 2,Thesis,61.1,False,5.8,2023-05-24
S0758,UG Year 1,Computer Science,86.7,True,9.2,2024-05-11
S0060,PG Year 2,Advanced Statistics,61.1,True,7.8,2023-05-28
S1034,Class 11B,Chemistry,59.5,True,5.8,2023-11-15
S1039,UG Year 2,Research Methods,62.7,False,6.2,2023-08-03
S0347,UG Year 4,Advanced Statistics,61.3,True,10.8,2025-03-14
S0283,UG Year 4,AI Ethics,72.9,True,8.2,2024-02-05
S1110,Class 9B,Biology,64.1,True,3.9,2025-02-08
S0791,UG Year 2,Economics,76.8,True,10.5,2024-05-22
S0123,Class 11B,Math,59.4,False,6.2,2022-10-05
S0900,Class 11A,Computer Science,65.3,True,4.5,2024-01-14
S1014,PG Year 2,Deep Learning,74.4,True,8.8,2025-04-15
S0034,UG Year 3,Research Methods,73.3,True,7.8,2024-01-04
S0964,UG Year 2,Computer Science,54.6,False,4.3,2022-07-29
S0321,UG Year 4,AI Ethics,74.9,True,6.7,2022-08-06
S0101,PG Year 2,Data Science,61.1,True,7.2,2024-10-09
S0732,Class 6A,Math,53.6,False,3.8,2023-01-13
S0404,PG Year 1,Research Methods,82.3,True,12.9,2023-11-02
S0860,UG Year 4,Project Work,79.3,True,6.5,2022-09-17
S0466,Class 9B,Math,47.1,False,2.0,2025-01-11
S0694,PG Year 2,Data Science,73.7,True,6.2,2023-09-13
S0577,Class 11A,English,53.7,False,3.9,2023-11-03
S0923,UG Year 1,English,65.3,False,8.8,2023-07-10
S0730,Class 6A,English,78.7,True,4.2,2023-03-09
S0974,PG Year 1,AI Ethics,65.3,False,8.4,2022-08-09
S0229,Class 11A,English,65.9,True,3.9,2023-04-20
S0111,Class 9B,Physics,69.1,True,4.8,2023-11-01
S0399,Class 9A,Physics,66.0,True,5.0,2022-09-19
S0172,Class 11B,Computer Science,62.3,False,3.5,2023-10-29
S0038,UG Year 4,Machine Learning,65.1,True,7.2,2022-11-09
S0084,Class 6A,Science,44.4,False,0.7,2024-04-09
S0317,Class 11B,Computer Science,76.3,True,2.6,2025-02-23
S0532,PG Year 1,Machine Learning,68.4,True,14.0,2022-09-15
S0069,UG Year 3,Statistics,52.8,False,5.9,2023-05-28
S1155,Class 9B,Math,64.9,True,2.3,2022-08-20
S0878,PG Year 1,AI Ethics,84.9,True,12.4,2024-11-21
S0668,UG Year 3,Database Systems,65.8,True,5.2,2025-03-12
S0435,PG Year 1,Data Science,51.9,True,5.6,2024-06-01
S0267,UG Year 4,Advanced Statistics,76.4,True,6.9,2025-02-12
S0579,PG Year 2,Deep Learning,66.9,False,12.9,2023-09-09
S0871,Class 9B,English,53.6,False,5.0,2025-01-02
S1189,PG Year 2,Data Science,72.7,True,9.7,2025-05-09
S0523,Class 9B,English,57.0,False,2.3,2024-03-14
S0575,UG Year 3,Research Methods,48.4,False,7.8,2024-08-22
S0950,PG Year 1,Data Science,57.6,False,13.2,2023-04-29
S0771,Class 11A,English,63.4,True,3.9,2022-10-20
S0723,PG Year 2,Deep Learning,63.7,True,13.7,2025-04-08
S0617,PG Year 1,Research Methods,80.8,True,12.2,2025-01-31
S0341,Class 11A,English,82.2,True,5.9,2025-05-30
S0136,UG Year 2,Statistics,68.6,True,5.8,2024-01-16
S1080,Class 9B,English,66.8,True,4.7,2025-03-02
S0542,UG Year 3,Machine Learning,59.3,False,9.7,2025-03-15
S0806,Class 11A,Computer Science,68.3,False,5.2,2023-01-04
S0058,Class 6A,Geography,58.9,True,2.7,2025-03-13
S0989,Class 11A,English,80.2,True,6.4,2024-06-28
S0559,UG Year 4,Advanced Statistics,50.6,False,6.6,2022-08-12
S0809,Class 11B,Computer Science,58.1,False,5.7,2023-01-16
S0796,PG Year 2,Thesis,62.6,True,7.0,2025-01-06
S1152,Class 11B,Physics,63.9,True,5.4,2022-08-19
S0866,Class 11B,Chemistry,71.8,True,3.7,2023-01-12
S1106,UG Year 2,Data Analysis,68.0,True,8.5,2024-01-11
S0881,Class 9A,Math,65.7,False,5.4,2023-08-30
S0828,UG Year 3,Data Analysis,54.3,False,10.2,2023-11-03
S0700,UG Year 1,Computer Science,54.4,False,7.1,2023-01-28
S0979,PG Year 1,AI Ethics,83.1,True,9.2,2023-02-09
S1147,PG Year 1,Research Methods,76.8,True,9.7,2024-07-19
S0965,Class 6A,Math,70.1,True,1.1,2023-08-19
S0837,Class 11A,Math,67.7,True,2.7,2025-04-10
S0700,UG Year 1,Statistics,72.6,True,7.4,2025-02-10
S0600,PG Year 1,AI Ethics,74.9,True,10.4,2023-02-20
S0695,Class 9A,Physics,46.6,False,4.2,2024-05-27
S1196,Class 9A,English,58.6,False,3.2,2025-01-29
S0611,Class 9B,Biology,53.7,True,2.8,2025-04-14
S1169,UG Year 3,Machine Learning,65.8,True,8.5,2023-08-17
S0020,UG Year 3,Statistics,62.3,True,5.3,2023-10-30
S0616,UG Year 3,Data Analysis,57.7,True,10.0,2022-07-21
S0671,Class 9B,Biology,60.9,False,6.4,2024-07-10
S0861,Class 6B,English,74.4,True,4.4,2023-09-01
S0292,UG Year 3,Database Systems,48.2,False,4.1,2023-07-30
S0769,PG Year 2,Data Science,70.9,True,9.7,2023-07-13
S1151,Class 6B,History,51.3,False,2.4,2023-08-11
S0724,Class 11A,English,60.1,True,2.3,2023-06-17
S0938,Class 6A,English,70.2,True,4.7,2025-01-23
S0478,Class 9B,Math,60.9,True,3.0,2025-05-07
S0163,Class 11B,English,80.5,True,7.9,2024-03-12
S0798,Class 9B,Math,66.5,True,5.2,2024-08-26
S0149,Class 9A,Math,65.6,True,6.4,2023-06-20
S0948,Class 6A,History,53.9,False,1.6,2025-01-21
S0024,Class 6A,English,55.2,False,3.3,2024-02-27
S0062,Class 6B,History,56.1,False,1.1,2022-11-30
S0242,Class 6B,Science,56.2,False,2.1,2024-10-17
S0599,PG Year 2,Data Science,73.5,False,14.4,2023-08-18
S0635,UG Year 3,Data Analysis,54.9,True,5.1,2022-08-10
S0022,PG Year 2,Advanced Statistics,51.8,True,6.5,2022-08-09
S0231,UG Year 3,Research Methods,64.8,True,6.5,2024-10-01
S1023,UG Year 2,Computer Science,69.9,True,8.5,2022-06-06
S0952,UG Year 1,Computer Science,67.2,True,4.7,2023-09-24
S0727,Class 11B,Chemistry,52.5,False,3.9,2022-06-06
S1133,PG Year 2,Data Science,69.2,True,8.4,2023-07-21
S1057,Class 9A,Biology,61.0,False,4.8,2023-04-12
S0394,Class 9B,Physics,60.4,False,4.7,2023-03-28
S0007,UG Year 2,Data Analysis,63.6,False,8.9,2025-04-06
S1040,Class 9B,English,54.6,False,3.5,2022-06-14
S0407,Class 6B,Science,63.4,False,2.2,2024-04-10
S0071,PG Year 2,Data Science,74.1,True,9.1,2024-01-24
S0273,PG Year 1,Research Methods,66.3,True,9.5,2022-08-16
S0596,Class 9A,English,72.6,True,5.5,2025-03-16
S0624,Class 9B,Biology,60.9,True,1.7,2022-08-30
S0755,PG Year 1,Statistics,61.2,True,5.3,2022-06-23
S1069,UG Year 1,Economics,72.6,True,4.7,2025-04-20
S0526,UG Year 4,Data Science,50.2,False,9.5,2022-08-12
S0219,Class 6B,Science,59.4,False,1.1,2023-05-05
S0186,Class 9A,Math,60.3,True,4.4,2023-02-13
S0900,Class 9B,Math,55.7,False,3.8,2024-06-23
S0155,Class 11B,Computer Science,54.8,False,5.0,2023-01-07
S0880,Class 11B,Computer Science,58.0,True,3.4,2022-11-19
S0550,UG Year 2,Computer Science,46.9,False,5.1,2023-06-29
S0369,Class 11A,Chemistry,56.1,False,6.2,2022-06-23
S0673,PG Year 2,Deep Learning,57.9,False,10.8,2023-02-23
S0562,UG Year 4,AI Ethics,68.2,False,9.8,2023-02-24
S0527,UG Year 4,Project Work,60.4,True,6.7,2024-09-15
S0172,PG Year 2,Deep Learning,57.1,False,9.9,2023-02-18
S0572,Class 11A,Chemistry,53.5,False,3.5,2025-05-17
S0399,UG Year 4,Advanced Statistics,44.6,False,6.2,2024-03-25
S0857,UG Year 1,Mathematics,74.3,True,10.7,2023-11-21
